0.00	15.00	h
15.00	30.00	h
30.00	45.00	h
45.00	60.00	h
60.00	75.00	h
75.00	90.00	h
90.00	105.00	h
105.00	120.00	h
120.00	135.00	h
135.00	150.00	h
150.00	165.00	h
165.00	180.00	h
180.00	195.00	h
195.00	210.00	h
210.00	225.00	h
225.00	240.00	h
240.00	255.00	h
255.00	270.00	h
270.00	285.00	h
285.00	300.00	h
300.00	315.00	h
315.00	330.00	h
330.00	345.00	m
345.00	360.00	m
360.00	375.00	l
375.00	390.00	h
390.00	405.00	h
405.00	420.00	m
420.00	435.00	h
435.00	450.00	h
450.00	465.00	h
465.00	480.00	h
480.00	495.00	h
495.00	510.00	h
510.00	525.00	h
525.00	540.00	h
540.00	555.00	h
555.00	570.00	m
570.00	585.00	m
585.00	600.00	m
600.00	615.00	h
615.00	630.00	h
630.00	645.00	h
