0.00	15.00	l
15.00	30.00	h
30.00	45.00	l
45.00	60.00	l
60.00	75.00	h
75.00	90.00	l
90.00	105.00	h
105.00	120.00	h
120.00	135.00	l
135.00	150.00	h
150.00	165.00	h
165.00	180.00	l
180.00	195.00	h
195.00	210.00	h
210.00	225.00	l
225.00	240.00	h
240.00	255.00	h
255.00	270.00	h
270.00	285.00	h
285.00	300.00	h
300.00	315.00	l
315.00	330.00	h
330.00	345.00	h
345.00	360.00	h
360.00	375.00	l
375.00	390.00	h
390.00	405.00	l
405.00	420.00	h
420.00	435.00	h
435.00	450.00	h
450.00	465.00	h
465.00	480.00	h
480.00	495.00	l
495.00	510.00	h
510.00	525.00	h
525.00	540.00	h
540.00	555.00	l
555.00	570.00	l
570.00	585.00	h
585.00	600.00	l
600.00	615.00	l
615.00	630.00	h
630.00	645.00	h
