29.699016	31.743867	l
46.252566	52.873986	m
67.382686	69.524910	h
74.588349	80.917648	h
88.512806	93.478871	h
124.833242	153.655894	h
167.677725	171.864799	m
174.201771	178.973089	m
191.923807	195.039769	m
226.102019	236.423645	h
244.408298	260.474979	l
297.379659	298.937640	l
307.506536	315.199068	h
327.078675	332.044740	m
333.018478	342.074244	m
369.436288	388.813679	h
405.951472	407.606827	m
477.326485	487.842858	h
532.537444	538.282499	m
543.443312	547.338265	h
556.296657	574.408188	h
577.913645	593.688205	h
606.541550	616.181558	h
623.192474	631.079753	h
640.330267	643.933098	h
660.291901	676.066460	h
677.332320	681.324647	h
723.974382	728.453577	m
733.322269	739.748941	h
750.557435	752.991781	h
763.118659	794.473030	h
