6.251679	9.030203	h
9.956377	13.197989	m
17.828862	21.765104	m
27.090608	30.795307	m
40.057053	46.077189	m
50.708062	81.734912	h
88.218135	94.006726	h
98.174512	99.563774	l
101.416124	128.969819	h
135.916129	137.421163	h
141.820492	143.325526	h
147.956399	181.877546	h
197.969830	202.137616	m
215.104061	257.592323	h
261.094421	274.929154	m
280.109944	281.122947	h
282.396438	283.322612	m
285.927478	286.795767	m
302.540736	309.023959	h
319.125051	329.660287	l
359.529420	361.729084	l
366.012642	368.675394	m
379.152745	383.378417	h
394.666170	415.186727	l
419.615000	439.701412	l
443.898141	454.404435	m
457.125073	464.679185	h
491.248820	492.174994	h
497.992529	499.584391	h
504.591523	516.544965	h
542.998828	563.635157	h
606.383905	616.195568	m
626.296660	627.164949	m
634.690118	651.071832	h
659.002202	679.001786	m
679.349101	698.654054	h
702.879726	717.814292	h
744.847014	761.633930	h
767.972437	769.101213	h
770.199662	770.821895	l
770.828846	771.381422	m
