41.021253	43.684364	m
59.835209	61.996034	m
63.449680	92.051146	l
95.744192	119.670418	l
122.499134	126.231468	l
132.478217	138.999980	l
144.146672	173.219591	l
178.877023	180.173518	m
182.687933	185.988102	m
190.113313	201.035302	m
206.142706	216.553954	m
221.779222	237.455025	l
245.587585	249.123480	m
254.270172	255.959545	m
260.202619	261.577690	m
266.213642	276.782040	l
286.564684	300.943993	m
315.598315	319.212786	l
324.359478	339.053088	m
347.774964	353.314533	l
392.262334	393.873610	m
398.846340	401.624402	m
403.763510	412.542185	h
433.905481	436.211272	h
437.544742	442.128544	m
450.018240	456.852272	h
459.380308	462.880666	h
471.353755	492.550367	l
495.884041	496.384092	h
505.523915	507.579681	h
511.385626	516.413918	h
527.831752	529.720834	m
531.332110	544.333440	l
548.556094	550.750762	m
561.196275	563.363163	h
564.724414	570.558343	h
572.919696	577.670182	h
584.920923	593.570174	h
597.950033	612.562639	h
