30.328263	42.620869	h
53.731494	59.405005	m
62.241760	75.479952	m
108.505890	130.490744	h
140.419388	146.329295	h
154.839560	165.713789	h
168.314148	182.970717	h
186.989454	206.137552	h
212.756648	231.668350	m
237.105464	260.272299	h
265.236621	277.765624	h
290.858015	319.061619	h
327.348933	342.987898	h
362.102189	390.305792	h
405.543758	434.014695	m
469.837281	483.471250	h
503.654872	507.130197	h
518.759171	540.145790	m
550.304434	560.997743	m
580.245700	605.374977	m
628.365593	647.747216	l
657.905860	682.366805	h
729.150033	802.532869	m
822.582824	836.751459	m
