23.609211	25.053707	h
61.217771	63.495019	l
72.804942	80.808797	m
84.727003	86.669361	m
91.223856	93.367148	l
97.385820	105.691075	m
113.627953	115.570311	m
123.172299	124.377900	h
127.425393	134.759470	h
137.606029	150.097402	m
167.243736	168.616782	l
169.889362	180.304420	h
194.537217	196.814464	l
217.510626	228.428018	h
238.474698	239.479366	h
246.110175	255.420099	h
271.427809	272.198055	h
278.795375	279.666087	m
283.416847	314.628534	h
330.569266	331.339512	l
331.339512	338.204743	h
350.595649	364.326112	h
378.491931	380.970112	m
384.319005	387.600921	m
395.403842	405.417034	h
417.841428	418.846096	m
426.682507	438.638056	h
438.638056	446.708889	m
453.272720	454.880189	m
457.324881	467.438539	h
473.098169	496.439956	h
506.386169	507.457815	m
509.021908	527.140601	h
534.997443	535.898586	m
540.207177	542.093946	l
542.234749	557.835791	l
566.481133	568.029973	h
568.367902	569.635134	m
580.392531	581.631603	h
592.417160	593.825197	h
596.866555	604.244665	h
604.526272	611.200364	h
611.425649	627.646227	h
627.815191	635.193301	m
635.362265	640.853606	h
641.247857	649.217342	h
655.102933	657.834523	m
658.144291	662.396561	m
662.903454	688.304427	h
688.586034	692.049804	m
696.611841	705.088219	h
712.184721	716.070901	h
716.549634	730.996085	h
737.050641	743.837376	h
762.789543	767.605027	m
772.392350	773.068208	m
779.038281	781.769872	h
786.866963	790.640500	h
797.230109	798.243895	h
805.762809	828.375871	h
834.120658	878.839889	h
886.077195	887.288106	h
889.203035	931.444122	h
936.287767	937.892928	h
943.074501	944.313573	m
947.721021	951.128469	h
966.588706	973.459923	m
973.600727	975.853585	l
976.529442	981.767337	h
992.017840	993.425877	h
1001.254558	1002.352826	h
1006.605096	1008.013132	m
1008.125775	1013.307348	m
1023.839459	1026.937139	h
1029.781372	1035.216392	h
1040.707733	1042.650823	m
1042.876109	1044.565752	h
1048.677218	1054.393845	h
