4.588849	5.417622	h
11.658068	12.928853	h
13.674748	14.752153	h
20.691690	21.465211	h
31.438109	38.510302	h
41.853018	54.008350	m
64.229879	68.152736	m
68.290865	74.921046	h
87.794648	94.065694	l
98.209557	100.198612	m
107.519437	108.679718	h
111.746177	118.984125	h
121.580946	127.437606	m
136.443602	139.261429	h
142.024004	147.079517	l
149.289577	155.615875	h
162.688068	167.301569	m
171.417807	173.683119	l
177.550724	182.910121	h
189.374547	194.623441	h
200.922113	202.027143	h
215.066499	216.309658	h
219.182736	225.785292	l
230.951308	247.126187	h
250.869477	260.206982	h
268.646650	271.312535	m
273.384467	282.114205	l
287.501227	288.122807	h
295.719889	313.013612	h
328.774105	335.611479	l
342.241660	345.239054	m
347.117606	368.472314	h
372.588551	378.707656	h
385.158270	387.299266	h
388.942998	390.476227	l
394.468149	403.474145	l
403.695151	415.891922	h
422.577354	425.022233	h
432.246368	432.895573	m
