37.292643	43.439782	h
47.537875	48.972207	h
57.783106	59.627248	m
59.627248	87.289373	h
95.485559	96.510082	m
97.329700	134.007629	h
145.277384	148.555858	m
165.358038	168.431608	m
169.661035	176.627793	h
191.176022	204.085014	m
213.510627	225.395095	h
227.444142	254.696458	h
270.883924	273.752588	m
315.962943	371.082289	h
399.154223	419.234877	m
427.431062	444.643052	m
457.142234	461.855041	m
480.091553	482.140599	m
496.688828	498.123161	l
499.147684	547.095368	m
553.037602	554.062125	m
555.086648	584.797820	h
601.395095	619.016893	h
630.696457	650.367302	h
656.719346	659.997820	m
665.530245	677.209809	m
692.782561	705.691553	m
718.395640	733.968392	h
746.877384	758.352043	h
