12.499671	13.962008	m
24.986884	44.188001	m
52.071903	57.666931	m
64.279236	68.666246	m
69.556364	73.180416	l
97.007141	107.592487	l
114.397353	115.720521	m
120.597342	122.979045	m
127.364403	133.035124	h
145.813149	154.168012	l
175.639356	184.540536	m
187.150991	188.287103	h
188.728181	190.946940	h
192.648131	210.167275	h
215.032506	224.923359	h
232.141009	246.308989	m
247.645591	251.922717	h
257.750301	262.508603	h
347.837266	358.530080	m
373.531661	375.439057	m
385.293935	404.495052	h
420.624692	429.975904	h
440.855679	446.790102	m
447.599341	457.490046	m
467.884169	469.696195	m
475.005113	476.276710	m
479.074224	484.510302	h
489.596691	491.217977	m
500.044212	504.542985	m
517.850278	518.644179	m
529.307075	531.105385	m
534.387300	544.188089	m
560.218500	564.534444	m
571.098275	574.784811	m
592.453206	594.521262	m
609.761939	618.910840	m
631.139348	634.511179	m
641.636982	646.357546	l
651.246701	652.943856	l
661.025011	665.644420	m
679.824983	682.244491	m
686.988072	695.381932	l
696.985854	703.241151	l
708.587558	711.046906	h
