5.459820	6.721646	l
16.573588	77.893439	h
85.027604	89.322663	l
99.441530	114.195178	h
125.503073	138.946364	l
147.900470	149.866005	m
153.117632	158.431857	l
161.173900	165.905744	l
167.992609	169.521359	l
192.476871	205.823098	m
210.312284	214.510279	l
214.898533	235.063470	m
235.306129	242.367497	m
252.049578	258.018982	l
258.358704	285.682072	m
288.788103	293.010365	l
293.131694	330.282739	m
330.404068	340.765594	h
348.579204	368.695609	m
370.175827	372.117097	l
372.359755	375.174596	m
384.225765	390.583423	h
398.785286	437.076827	h
459.280097	463.939144	l
477.867752	478.814121	m
488.957254	489.952155	m
496.067154	567.044820	h
572.868628	578.158588	l
586.360451	644.313980	h
650.187533	653.697207	l
656.745216	657.643040	m
663.241684	663.971166	m
672.746591	698.342878	h
726.420879	767.080594	h
767.947443	774.467696	h
795.109527	796.078768	h
804.129380	807.693237	m
809.713237	814.618951	m
819.312024	828.964739	m
832.528596	833.971453	l
846.856168	847.938311	m
859.755311	875.612312	m
890.069677	895.701480	m
902.149486	906.822249	l
