19.978125	29.329588	m
64.627627	66.935757	l
107.312326	117.372857	m
126.315550	145.542342	m
226.697289	229.603664	l
237.428521	238.993493	m
275.658538	279.459182	h
302.263052	305.392995	l
309.193639	311.429313	h
328.867566	337.810260	h
353.236407	360.390562	h
363.520505	370.898227	h
393.031394	395.267068	h
400.632684	408.010406	h
415.835264	422.989419	m
455.038754	463.613357	m
467.127539	469.938884	h
485.120148	492.851348	h
495.499599	506.042144	h
514.616747	524.034753	h
527.127233	529.798011	l
532.749923	534.577298	m
540.902825	545.541544	h
551.867071	559.176569	h
