18.743747	25.394754	h
42.852924	57.320574	h
67.003809	69.913504	m
70.317628	79.289188	h
102.647573	104.102420	m
110.730059	112.265731	m
135.120233	155.159804	m
162.666484	164.233095	m
172.980009	183.685187	l
201.570667	214.691037	m
229.769672	265.736459	h
273.438965	275.136127	h
302.812929	309.601578	l
311.755669	314.105586	m
314.497239	320.763684	m
343.805927	373.571544	h
379.772714	384.080895	m
393.023635	396.156858	m
432.906950	436.888754	m
481.145527	485.845361	m
498.117150	501.380924	m
517.830343	519.396955	h
527.621665	536.564405	h
553.797130	555.298466	m
558.758066	587.087622	h
587.675102	588.654234	m
590.416672	601.578778	h
619.594809	620.704492	l
621.161420	628.994477	h
629.386130	630.430538	l
631.931874	657.324034	h
688.460435	701.450255	h
726.254935	729.518709	h
753.605359	800.212048	h
906.676348	937.812750	h
972.082374	1001.391063	h
1024.759683	1067.254017	h
