12.694492	14.487276	h
25.816095	27.011285	m
32.270119	47.150229	m
51.751709	64.480479	m
68.544123	78.404437	m
88.444030	112.885657	m
123.702123	130.933020	m
136.490652	145.335055	l
165.354480	166.489910	m
176.828300	180.473629	h
190.955822	192.513620	m
210.729800	212.362975	l
215.352941	219.096680	m
221.232371	223.569067	m
236.358082	249.750115	l
257.413474	267.388403	l
267.689912	289.499077	m
305.585513	317.755634	m
333.159276	334.740503	l
335.859799	341.474044	m
344.201830	345.849827	l
352.703050	358.724577	m
366.120851	382.674226	h
393.456414	394.233287	m
403.318798	406.635399	m
417.992245	419.700797	m
421.509852	425.429472	m
429.248588	434.072735	m
437.439588	438.570247	l
441.614516	458.952804	h
462.299335	465.526346	l
466.123941	494.928010	h
508.343690	511.724196	m
513.879269	523.555970	l
523.936277	530.421831	m
534.188350	534.668048	m
540.531026	544.954909	l
548.263346	553.589477	l
558.688491	560.767183	h
