29.065077	41.521539	m
73.327038	76.565718	m
80.883958	94.586066	h
101.727771	114.018146	h
122.903756	143.830611	h
155.954901	169.241793	h
179.705221	186.016495	m
190.168649	196.562966	m
207.275523	228.534551	m
238.250591	246.139683	l
258.014844	292.809893	m
304.352881	307.425475	l
319.134549	321.625841	l
323.868005	335.577079	l
337.570112	339.563146	h
349.279186	378.178178	m
381.499901	394.288535	m
400.765895	430.495317	h
430.827489	438.218323	m
445.526114	457.650403	m
459.311265	466.203840	l
475.836837	497.178908	m
502.742795	503.988441	l
507.725379	510.797973	l
541.108697	561.288165	m
566.021620	567.765525	m
594.256267	598.906679	m
602.892747	615.515295	m
619.667449	623.819603	h
647.652966	653.964240	l
660.939858	665.008969	l
670.572856	671.652416	m
676.136742	693.907960	m
705.201819	708.523542	h
713.773751	714.751379	h
718.347657	727.041570	m
730.602854	731.718540	m
737.473132	749.745679	h
785.401850	799.672008	h
801.548361	810.288215	h
813.695277	828.261702	h
848.210296	877.046879	h
890.082594	892.847746	m
895.578076	905.044986	h
910.027571	910.982567	m
