25.618801	33.187993	h
39.616258	41.217458	h
42.861932	44.116926	h
60.772610	64.414071	l
65.270885	68.851145	h
79.744926	80.938346	h
90.396018	91.039314	m
107.546301	109.231738	m
112.062242	120.180643	h
123.461455	134.024383	h
140.393018	144.497249	l
149.514962	151.033141	m
153.670657	166.588049	h
166.755307	180.663376	h
183.185098	185.835479	l
198.984459	201.081605	m
209.547387	210.718186	m
212.931126	214.680892	h
216.597916	218.064632	h
227.842738	248.453956	h
254.681066	256.392234	l
256.495162	278.457303	h
282.162690	289.599197	l
291.541952	294.552580	m
297.460280	328.402839	h
334.681413	336.701363	h
341.461757	343.919150	m
345.913369	356.875140	m
357.029531	370.165645	l
375.659397	383.378954	m
392.706753	397.660135	m
402.227540	407.837085	l
407.888549	413.176446	h
415.183531	423.777971	h
423.996692	442.189116	h
458.940555	466.119744	h
467.509264	474.160949	h
483.282893	498.529019	h
509.413595	519.449020	l
519.603411	526.551013	m
538.709316	543.212391	h
549.671087	552.951899	h
555.756672	568.481075	h
568.674064	569.433154	m
569.433154	583.109637	h
586.171728	595.512392	h
595.782577	603.154754	m
603.244816	614.193721	m
619.172836	636.297387	h
640.671803	658.362456	h
663.714682	672.463514	l
673.261202	677.674215	l
682.640464	685.162186	h
