17.429449	21.888145	h
27.562849	30.805538	h
40.938938	44.181626	m
50.078124	62.407164	h
117.006935	127.253978	m
148.224671	152.037524	l
162.999478	164.905904	m
175.152947	178.965801	m
185.161687	198.744977	m
213.996390	225.673253	m
234.252173	241.401273	h
248.788676	255.461169	m
269.282763	288.108726	m
346.016435	351.259108	h
357.931601	366.987128	h
373.421318	378.663991	h
401.302807	408.213604	m
412.264760	415.362704	h
429.899207	439.669643	l
450.631597	455.874270	m
458.733910	461.831853	m
484.004503	509.351372	l
512.368856	520.013150	m
535.296182	538.753051	l
550.333563	567.617908	m
589.569027	594.235801	l
606.853373	615.668389	l
